0,2.5/m|动力/n|储备/vn|更好/d|，/x|2.0/m|也/d|够用/v|，/x|所以/c|钱包/n|决定/v
-1,我/r|是/v|途观/n|、/x|自由/a|光/n|、/x|森林/n|人/n|三/m|选/v|一/m|，/x|眯眯眼/v|的/uj|狼/n|眼/n|我/r|觉着/v|还/d|行/zg|，/x|但/c|LD/eng|比较/d|排斥/v|，/x|再/d|加上/v|小/a|问题/n|有点/n|多/m|和/c|车重/n|油耗/n|偏/a|大/a|，/x|最后/f|放弃/v|了/ul|。/x|神车/n|一块/m|，/x|买新/v|不/d|买/v|旧/a|就是/d|腊肠/n|途观/n|了/ul|，/x|配置/v|要/v|顺心/ad|得选/v|330/m|骑/v|贱/a|版/n|，/x|算/v|上/f|强奸/n|包得/v|30/m|多万/m|（/x|还是/c|前驱/n|）/x|，/x|关键/n|还要/c|看/v|销售/vn|的/uj|脸色/n|。/x|。/x|。/x|最终/d|还是/c|LD/eng|做主/v|上/f|的/uj|森/n|。/x
1,我/r|的/uj|车/n|快/a|3/m|年/m|啦/y|，/x|7/x|万多公里/m|，/x|油耗/n|7/x|左右/m|，/x|2.5/m|豪华版/n|，/x|没有/v|任何/r|问题/n|，/x|每次/r|去/v|4S店/n|就/d|基本/n|保养/v|，/x|4/m|S/eng|推荐/v|的/uj|一律/d|不/d|做/v|，/x|只是/c|4/x|万公里/m|换/v|了/ul|变速器/n|油/n|和/c|差速器/n|油/n|，/x|现在/t|还/d|在/p|后悔/v|不/d|应该/v|换/nz|。/x|这/r|车/zg|操控/v|不错/a|，/x|比/p|很多/m|轿车/n|都/d|强/a|，/x|特别/d|是/v|跑/v|国道/n|过弯/v|，/x|特爽/a|。/x
0,空间/n|允许/v|的话/u|方向盘/n|别/d|扣死/v|，/x|留点/n|余量/m|。/x
0,国产车/n|跟/p|日本/ns|进口车/n|比/p|？/x|比/p|性能/n|还是/c|比/p|价钱/n|？/x|斯巴鲁/nr|专注/v|越野/ns|时候/n|哈弗/nr|在/p|哪/r|？/x|价钱/n|有/v|可比性/l|？/x|怎么/r|不/d|说/v|欧洲/ns|奔驰/v|宝马/nr|才/d|多少钱/nr|，/x|到/v|了/ul|你/r|大/d|天朝/t|多少钱/nr|？/x
-1,三/m|灯/n|齐亮/a|刹车/n|开关/v|你/r|搜/v|一下/m|很多/m|，/x|妈蛋/n|的/uj|这个/r|应该/v|召回/v|才/d|行/v
0,建议/n|2.5/m|，/x|CVT/eng|变速箱/n|配合/v|自重/a|，/x|高/a|车身/n|，/x|2.0/m|可能/v|并/c|不省/n|，/x|我/r|朝/p|路况/n|比/p|日本/ns|和/c|美国/ns|都/d|复杂/a|，/x|短时/b|动力/n|需求/v|还是/c|较/d|多/m|，/x|而且/c|2.5/m|油耗/n|也/d|不/d|高/a
0,也/d|是/v|同款/n|，/x|豪华版/n|，/x|最近/f|后换/v|的/uj|导航/v|坏/a|了/ul|，/x|你们/r|有没有/v|换/nz|导航/v|，/x|有/v|的/uj|推荐/v|下/f
0,看/v|把/p|方向盘/n|挪/v|一/m|挪/v|再/d|扭/v|钥匙/n|行不行/v|？/x
0,09/m|年/m|的/uj|2.5/m|XS/eng|，/x|10/m|款/m|。/x|加/v|了/ul|4/m|、/x|5/m|年/m|93/m|（/x|现在/t|是/v|92/m|）/x|，/x|大约/d|5/x|、/x|6/x|万公里/m|吧/y|。/x|动力/n|正常/d|、/x|油耗/n|正常/d|。/x
-1,那/r|是因为/c|你/r|没/d|看见/v|它/r|爆丑/v|的/uj|前脸/n|。/x
0,跟/p|你/r|一样/r|的/uj|车型/n|，/x|一样/r|的/uj|油耗/n
0,不在乎/i|外观/n|的话/u|豪华/a|就/d|行/v
0,这款/r|是/v|最/d|漂亮/a|的/uj|特别/d|是/v|前/f|脸/n|越改越/nr|丑/a
1,这车/r|是/v|30/m|万/m|内/f|，/x|城市/ns|SUV/eng|性能/n|可打/v|95/m|分/v|，/x|内饰/n|只能/v|打/v|60/m|分/v|。/x|配置/v|的话/u|打上/v|80/m|分/v|(/x|比上不足/i|，/x|比下有余/l|)/x|。/x
-1,空调管/n|进车/v|那/r|节会/n|有/v|冷凝水/n|，/x|夏天/t|滴到/v|排气/n|上/f|会/v|兹拉/nrt|响/v|。/x
0,我/r|当时/t|就是/d|不/d|喜欢/v|新款/n|RAV4/eng|外形/n|，/x|就/d|买/v|了/ul|森林/n|人/n|不/d|考虑/v|后排/vn|空间/n|的话/u|可以/c|看看/v|新款/n|马自达/nrfg|5/x
-1,买菜/n|车/n|到/v|是/v|真的/d|，/x|其他/r|烧/v|机油/n|、/x|座椅/n|开裂/v|我/r|没/d|遇到/v|。/x
1,同样/d|车友/n|的/uj|改/vn|外观/n|，/x|你/r|可以/c|参考/v|下/f|，/x|个人/n|觉得/v|比较/d|好看/v
0,问/n|一下/m|2.0/m|的/uj|动力/n|够/v|吗/y|？/x
0,换/v|个/q|发动机/n|才/d|一万元/m|，/x|比/p|大修/nr|不是/c|好/a|很多/m
1,一般/a|设置/vn|和/c|门/n|同步/d|，/x|有/v|过/ug|两次/m|后排/vn|阅读/v|灯/n|开/v|了/ul|一/m|晚上/t|，/x|第二天/m|09/m|-/x|10/m|点/m|才/d|发现/v|，/x|不过/c|没有/v|异常/d|，/x|照样/d|有/v|电/n|。/x
0,但愿/v|2019/m|款/m|会/v|有/v|改观/v|吧/y|虽然/c|外观/n|没有/v|变/v|的/uj|更/d|耐看/a
0,这事/r|看/v|年龄/n|，/x|看/v|需求/v|，/x|城市/ns|里/f|跑/v|不/d|太/d|在乎/v|空间/n|，/x|（/x|XV/eng|空间/n|还好/v|吧/y|）/x|就/d|选/v|XV/eng|，/x|车小/nr|灵活/a|好/a|停/v
0,哥们/n|，/x|这款/r|配置/v|不是/c|电动/n|尾门/n|，/x|那/r|按键/n|只是/c|解锁/v|而已/y|，/x|还/d|得/ud|用手/v|按/p|一下/m|尾/n|门锁/n|的/uj
1,后排/vn|还好/v|啊/zg|，/x|我/r|181/m|坐/v|着/uz|还/d|啊/y
0,xmode/eng|里/f|是/v|陡坡/ns|缓降/v|，/x|而且/c|你/r|理解/v|的/uj|上坡/ns|辅助/vn|应该/v|叫/v|autohold/eng|，/x|这个/r|森林/n|人/n|没有/v|，/x|正常/d|的/uj|上坡/ns|辅助/vn|是/v|抬起/v|刹车/n|，/x|车会/n|继续/v|施加/v|制/n|动力/n|几秒/m|。/x
0,你/r|这个/r|问题/n|是不是/l|车子/n|保养/v|更换/v|空调/n|滤芯/nz|时/n|不慎/a|掉入/v|杂物/n|了/ul|？/x|叫/v|四/m|儿子/n|好好/d|给/p|你/r|查查/v|吧/y
0,轮胎/n|更换/v|有/v|计算公式/n|，/x|可以/c|百度/n|一下/m|，/x|输入/v|原车/n|轮胎/n|型号/n|就/d|可以/c|计算/v|出/v|你/r|可以/c|换/v|的/uj|范围/n|，/x|很/zg|简单/a
-1,朋友/n|，/x|森林/n|人/n|论坛/n|是/v|有名/a|的/uj|自黑/v|精神/n|。/x|因为/c|森林/n|人/n|同价位/n|除了/p|内饰/n|和/c|科技/n|感/v|较差/a|之外/f|，/x|其他/r|方面/n|大部分/m|完胜/v|。/x|当然/d|缺点/n|要/v|告诉/v|你/r|:/x|1/x|-/x|起步/d|噪音/n|大/a|2/m|-/x|高速/d|风噪大/l|3/m|-/x|耗油/n|不/d|低/a|4/m|-/x|知名度/n|差/n|5/m|-/x|科技/n|感差/n|6/m|-/x|内饰/n|低档/b|7/x|-/x|保养/v|价格比/n|宝马/nr|X1/eng|还/d|贵/a|一点/m|，/x|朋友/n|的/uj|X1/eng|小/a|保养/v|600/m|一次/m|。/x|8/x|-/x|全/a|时/ng|四/m|驱/v|满大街/ns|都/d|是/v|再也不能/l|装/n|X/eng|了/ul
0,我/r|是/v|通过/p|一下/m|平台/n|在/p|采购/v|，/x|具体/a|价格/n|还/d|没/v|出来/v|，/x|是/v|全国/n|调车/n|，/x|最低价/n
0,对/p|，/x|欧蓝德/nr|油/n|都/d|不用/v|，/x|意念/n|控制/v|，/x|想/v|走/v|就/d|走/v|，/x|想停/v|就/d|停/v|，/x|发动机/n|就是/d|转/v|着/uz|听/v|个/q|声/q|就/d|行/v|。/x
0,担心/v|动力/n|的/uj|建议/n|还是/c|2.5/m|吧/y
0,我/r|看到/v|你/r|前段时间/n|弄/v|了/ul|导航/v|。/x|。/x|。/x|以后/f|开车/v|小心/n|点/m|。/x|。/x|。/x
0,价格/n|多少/m|？/x|有/v|两条/m|补过/v|，/x
-1,特装/n|我/r|觉得/v|就是/d|多/m|了/ul|几个/m|不/d|实用/v|的/uj|配置/v|，/x|除了/p|电动/n|尾门/n|，/x|其他/r|都/d|没/v|意义/n
